ID da Nota,Filial,Cidade,Tipo de Cliente,Gênero,Departamento,Preço Unitário,Quantidade,Imposto 5%,Total da Venda,Data,Hora,Forma de Pagamento,Custo das Mercadorias,Margem Bruta %,Lucro Bruto,Avaliação
845-51-0542,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Alimentos e Bebidas,46.55,9,20.9475,439.8975,2023-07-02 17:43:50.763826,3:34:00 PM,Carteira Digital,418.95,4.761904762,20.9475,6.4
662-47-5456,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Acessórios de Moda,35.19,10,17.595,369.495,2023-07-03 17:43:50.763826,7:06:00 PM,Cartão de Crédito,351.9,4.761904762,17.595,8.4
883-17-4236,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Esportes e Viagens,14.39,2,1.439,30.219,2023-07-04 17:43:50.763826,7:44:00 PM,Cartão de Crédito,28.78,4.761904762,1.439,7.2
290-68-2984,Alex,São Paulo,Cliente Ocasional,Masculino,Casa e Estilo de Vida,23.75,4,4.75,99.75,2023-07-05 17:43:50.763826,11:22:00 AM,Dinheiro,95.0,4.761904762,4.75,5.2
704-11-6354,Alex,São Paulo,Cliente Fiel,Masculino,Casa e Estilo de Vida,58.9,8,23.56,494.76,2023-07-06 17:43:50.763826,11:23:00 AM,Dinheiro,471.2,4.761904762,23.56,8.9
110-48-7033,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Acessórios de Moda,32.62,4,6.524,137.004,2023-07-07 17:43:50.763826,2:12:00 PM,Dinheiro,130.48,4.761904762,6.524,9.0
366-93-0948,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,66.35,1,3.3175,69.6675,2023-07-08 17:43:50.763826,10:46:00 AM,Cartão de Crédito,66.35,4.761904762,3.3175,9.7
729-09-9681,Alex,São Paulo,Cliente Fiel,Masculino,Casa e Estilo de Vida,25.91,6,7.773,163.233,2023-07-09 17:43:50.763826,10:16:00 AM,Carteira Digital,155.46,4.761904762,7.773,8.7
151-16-1484,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,32.25,4,6.45,135.45,2023-07-10 17:43:50.763826,12:38:00 PM,Carteira Digital,129.0,4.761904762,6.45,6.5
380-94-4661,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Acessórios Eletrônicos,65.94,4,13.188,276.948,2023-07-11 17:43:50.763826,1:05:00 PM,Cartão de Crédito,263.76,4.761904762,13.188,6.9
850-41-9669,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios Eletrônicos,75.06,9,33.777,709.317,2023-07-12 17:43:50.763826,1:25:00 PM,Carteira Digital,675.54,4.761904762,33.777,6.2
821-07-3596,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,16.45,4,3.29,69.09,2023-07-13 17:43:50.763826,2:53:00 PM,Carteira Digital,65.8,4.761904762,3.29,5.6
655-85-5130,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios de Moda,38.3,4,7.66,160.86,2023-07-14 17:43:50.763826,7:22:00 PM,Dinheiro,153.2,4.761904762,7.66,5.7
447-15-7839,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,22.24,10,11.12,233.52,2023-07-15 17:43:50.763826,11:00:00 AM,Dinheiro,222.4,4.761904762,11.12,4.2
154-74-7179,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,54.45,1,2.7225,57.1725,2023-07-16 17:43:50.763826,7:24:00 PM,Carteira Digital,54.45,4.761904762,2.7225,7.9
253-12-6086,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,98.4,7,34.44,723.24,2023-07-17 17:43:50.763826,12:43:00 PM,Cartão de Crédito,688.8,4.761904762,34.44,8.7
808-65-0703,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Casa e Estilo de Vida,35.47,4,7.094,148.974,2023-07-18 17:43:50.763826,5:22:00 PM,Cartão de Crédito,141.88,4.761904762,7.094,6.9
571-94-0759,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Alimentos e Bebidas,74.6,10,37.3,783.3,2023-07-19 17:43:50.763826,8:55:00 PM,Dinheiro,746.0,4.761904762,37.3,9.5
144-51-6085,Alex,São Paulo,Cliente Fiel,Masculino,Casa e Estilo de Vida,70.74,4,14.148,297.108,2023-07-20 17:43:50.763826,4:05:00 PM,Cartão de Crédito,282.96,4.761904762,14.148,4.4
731-14-2199,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,35.54,10,17.77,373.17,2023-07-21 17:43:50.763826,1:34:00 PM,Carteira Digital,355.4,4.761904762,17.77,7.0
783-09-1637,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Esportes e Viagens,67.43,5,16.8575,354.0075,2023-07-22 17:43:50.763826,6:13:00 PM,Carteira Digital,337.15,4.761904762,16.8575,6.3
687-15-1097,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Saúde e Beleza,21.12,2,2.112,44.352,2023-07-23 17:43:50.763826,7:17:00 PM,Dinheiro,42.24,4.761904762,2.112,9.7
126-54-1082,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,21.54,9,9.693,203.553,2023-07-24 17:43:50.763826,11:44:00 AM,Cartão de Crédito,193.86,4.761904762,9.693,8.8
633-91-1052,Alex,São Paulo,Cliente Ocasional,Feminino,Casa e Estilo de Vida,12.03,2,1.203,25.263,2023-07-25 17:43:50.763826,3:51:00 PM,Dinheiro,24.06,4.761904762,1.203,5.1
477-24-6490,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Saúde e Beleza,99.71,6,29.913,628.173,2023-07-26 17:43:50.763826,4:52:00 PM,Carteira Digital,598.26,4.761904762,29.913,7.9
566-19-5475,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios de Moda,47.97,7,16.7895,352.5795,2023-07-27 17:43:50.763826,8:52:00 PM,Dinheiro,335.79,4.761904762,16.7895,6.2
526-86-8552,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Casa e Estilo de Vida,21.82,10,10.91,229.11,2023-07-28 17:43:50.763826,5:36:00 PM,Dinheiro,218.2,4.761904762,10.91,7.1
376-56-3573,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,95.42,4,19.084,400.764,2023-07-29 17:43:50.763826,1:23:00 PM,Carteira Digital,381.68,4.761904762,19.084,6.4
537-72-0426,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Acessórios de Moda,70.99,10,35.495,745.395,2023-07-30 17:43:50.763826,4:28:00 PM,Dinheiro,709.9,4.761904762,35.495,5.7
828-61-5674,Alex,São Paulo,Cliente Fiel,Masculino,Esportes e Viagens,44.02,10,22.01,462.21,2023-07-31 17:43:50.763826,7:57:00 PM,Cartão de Crédito,440.2,4.761904762,22.01,9.6
136-08-6195,Alex,São Paulo,Cliente Ocasional,Feminino,Casa e Estilo de Vida,69.96,8,27.984,587.664,2023-08-01 17:43:50.763826,5:01:00 PM,Cartão de Crédito,559.68,4.761904762,27.984,6.4
523-38-0215,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Casa e Estilo de Vida,37.0,1,1.85,38.85,2023-08-02 17:43:50.763826,1:29:00 PM,Cartão de Crédito,37.0,4.761904762,1.85,7.9
490-29-1201,Alex,São Paulo,Cliente Ocasional,Feminino,Esportes e Viagens,15.34,1,0.767,16.107,2023-08-03 17:43:50.763826,11:09:00 AM,Dinheiro,15.34,4.761904762,0.767,6.5
667-92-0055,Alex,São Paulo,Cliente Fiel,Masculino,Saúde e Beleza,99.83,6,29.949,628.929,2023-08-04 17:43:50.763826,3:02:00 PM,Carteira Digital,598.98,4.761904762,29.949,8.5
565-17-3836,Alex,São Paulo,Cliente Fiel,Feminino,Saúde e Beleza,47.67,4,9.534,200.214,2023-08-05 17:43:50.763826,2:21:00 PM,Dinheiro,190.68,4.761904762,9.534,9.1
498-41-1961,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Saúde e Beleza,66.68,5,16.67,350.07,2023-08-06 17:43:50.763826,6:01:00 PM,Dinheiro,333.4,4.761904762,16.67,7.6
593-95-4461,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Casa e Estilo de Vida,74.86,1,3.743,78.603,2023-08-07 17:43:50.763826,2:49:00 PM,Dinheiro,74.86,4.761904762,3.743,6.9
226-71-3580,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Esportes e Viagens,23.75,9,10.6875,224.4375,2023-08-08 17:43:50.763826,12:02:00 PM,Dinheiro,213.75,4.761904762,10.6875,9.5
283-79-9594,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Alimentos e Bebidas,48.51,7,16.9785,356.5485,2023-08-09 17:43:50.763826,1:30:00 PM,Cartão de Crédito,339.57,4.761904762,16.9785,5.2
430-60-3493,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,94.88,7,33.208,697.368,2023-08-10 17:43:50.763826,2:38:00 PM,Dinheiro,664.16,4.761904762,33.208,4.2
139-20-0155,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Acessórios Eletrônicos,40.3,10,20.15,423.15,2023-08-11 17:43:50.763826,5:37:00 PM,Cartão de Crédito,403.0,4.761904762,20.15,7.0
558-80-4082,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios Eletrônicos,27.85,7,9.7475,204.6975,2023-08-12 17:43:50.763826,5:20:00 PM,Carteira Digital,194.95,4.761904762,9.7475,6.0
278-97-7759,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios Eletrônicos,62.48,1,3.124,65.604,2023-08-13 17:43:50.763826,8:29:00 PM,Dinheiro,62.48,4.761904762,3.124,4.7
316-68-6352,Alex,São Paulo,Cliente Fiel,Feminino,Alimentos e Bebidas,36.36,2,3.636,76.356,2023-08-14 17:43:50.763826,10:00:00 AM,Dinheiro,72.72,4.761904762,3.636,7.1
585-03-5943,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Saúde e Beleza,18.11,10,9.055,190.155,2023-08-15 17:43:50.763826,11:46:00 AM,Carteira Digital,181.1,4.761904762,9.055,5.9
211-05-0490,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios Eletrônicos,51.92,5,12.98,272.58,2023-08-16 17:43:50.763826,1:42:00 PM,Dinheiro,259.6,4.761904762,12.98,7.5
727-75-6477,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios Eletrônicos,28.84,4,5.768,121.128,2023-08-17 17:43:50.763826,2:44:00 PM,Dinheiro,115.36,4.761904762,5.768,6.4
744-02-5987,Alex,São Paulo,Cliente Fiel,Masculino,Casa e Estilo de Vida,78.38,6,23.514,493.794,2023-08-18 17:43:50.763826,2:16:00 PM,Carteira Digital,470.28,4.761904762,23.514,5.8
307-83-9164,Alex,São Paulo,Cliente Fiel,Masculino,Casa e Estilo de Vida,60.01,4,12.002,252.042,2023-08-19 17:43:50.763826,3:54:00 PM,Dinheiro,240.04,4.761904762,12.002,4.5
779-06-0012,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Casa e Estilo de Vida,88.61,1,4.4305,93.0405,2023-08-20 17:43:50.763826,10:21:00 AM,Dinheiro,88.61,4.761904762,4.4305,7.7
446-47-6729,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios de Moda,99.82,2,9.982,209.622,2023-08-21 17:43:50.763826,6:09:00 PM,Cartão de Crédito,199.64,4.761904762,9.982,6.7
573-10-3877,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Saúde e Beleza,39.01,1,1.9505,40.9605,2023-08-22 17:43:50.763826,4:46:00 PM,Cartão de Crédito,39.01,4.761904762,1.9505,4.7
735-06-4124,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Alimentos e Bebidas,48.61,1,2.4305,51.0405,2023-08-23 17:43:50.763826,3:31:00 PM,Dinheiro,48.61,4.761904762,2.4305,4.4
439-54-7422,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios Eletrônicos,51.19,4,10.238,214.998,2023-08-24 17:43:50.763826,5:15:00 PM,Cartão de Crédito,204.76,4.761904762,10.238,4.7
396-90-2219,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios Eletrônicos,14.96,8,5.984,125.664,2023-08-25 17:43:50.763826,12:29:00 PM,Dinheiro,119.68,4.761904762,5.984,8.6
411-77-0180,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,72.2,7,25.27,530.67,2023-08-26 17:43:50.763826,8:14:00 PM,Carteira Digital,505.4,4.761904762,25.27,4.3
286-01-5402,Alex,São Paulo,Cliente Ocasional,Feminino,Esportes e Viagens,40.23,7,14.0805,295.6905,2023-08-27 17:43:50.763826,1:22:00 PM,Dinheiro,281.61,4.761904762,14.0805,9.6
803-17-8013,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,88.79,8,35.516,745.836,2023-08-28 17:43:50.763826,5:09:00 PM,Dinheiro,710.32,4.761904762,35.516,4.1
512-98-1403,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios Eletrônicos,26.48,3,3.972,83.412,2023-08-29 17:43:50.763826,10:40:00 AM,Carteira Digital,79.44,4.761904762,3.972,4.7
848-42-2560,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,81.91,2,8.191,172.011,2023-08-30 17:43:50.763826,5:43:00 PM,Dinheiro,163.82,4.761904762,8.191,7.8
532-59-7201,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Esportes e Viagens,79.93,6,23.979,503.559,2023-08-31 17:43:50.763826,2:04:00 PM,Dinheiro,479.58,4.761904762,23.979,5.5
181-94-6432,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Acessórios de Moda,69.33,2,6.933,145.593,2023-09-01 17:43:50.763826,7:05:00 PM,Carteira Digital,138.66,4.761904762,6.933,9.7
870-76-1733,Alex,São Paulo,Cliente Fiel,Feminino,Alimentos e Bebidas,14.23,5,3.5575,74.7075,2023-09-02 17:43:50.763826,10:08:00 AM,Cartão de Crédito,71.15,4.761904762,3.5575,4.4
423-64-4619,Alex,São Paulo,Cliente Fiel,Feminino,Saúde e Beleza,15.55,9,6.9975,146.9475,2023-09-03 17:43:50.763826,1:12:00 PM,Dinheiro,139.95,4.761904762,6.9975,5.0
227-07-4446,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios Eletrônicos,78.13,10,39.065,820.365,2023-09-04 17:43:50.763826,8:51:00 PM,Dinheiro,781.3,4.761904762,39.065,4.4
174-36-3675,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Alimentos e Bebidas,99.37,2,9.937,208.677,2023-09-05 17:43:50.763826,5:29:00 PM,Dinheiro,198.74,4.761904762,9.937,5.2
428-83-5800,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Alimentos e Bebidas,21.08,3,3.162,66.402,2023-09-06 17:43:50.763826,10:25:00 AM,Dinheiro,63.24,4.761904762,3.162,7.3
603-07-0961,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Acessórios Eletrônicos,74.79,5,18.6975,392.6475,2023-09-07 17:43:50.763826,11:34:00 AM,Dinheiro,373.95,4.761904762,18.6975,4.9
704-20-4138,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Saúde e Beleza,29.67,7,10.3845,218.0745,2023-09-08 17:43:50.763826,6:58:00 PM,Cartão de Crédito,207.69,4.761904762,10.3845,8.1
787-15-1757,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Saúde e Beleza,44.07,4,8.814,185.094,2023-09-09 17:43:50.763826,4:28:00 PM,Carteira Digital,176.28,4.761904762,8.814,8.4
649-11-3678,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Alimentos e Bebidas,22.93,9,10.3185,216.6885,2023-09-10 17:43:50.763826,8:26:00 PM,Dinheiro,206.37,4.761904762,10.3185,5.5
622-20-1945,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Saúde e Beleza,39.42,1,1.971,41.391,2023-09-11 17:43:50.763826,3:08:00 PM,Dinheiro,39.42,4.761904762,1.971,8.4
372-94-8041,Alex,São Paulo,Cliente Ocasional,Masculino,Saúde e Beleza,15.26,6,4.578,96.138,2023-09-12 17:43:50.763826,6:03:00 PM,Carteira Digital,91.56,4.761904762,4.578,9.8
563-91-7120,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,61.77,5,15.4425,324.2925,2023-09-13 17:43:50.763826,1:21:00 PM,Dinheiro,308.85,4.761904762,15.4425,6.7
746-54-5508,Alex,São Paulo,Cliente Ocasional,Masculino,Casa e Estilo de Vida,21.52,6,6.456,135.576,2023-09-14 17:43:50.763826,12:48:00 PM,Cartão de Crédito,129.12,4.761904762,6.456,9.4
276-54-0879,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,97.74,4,19.548,410.508,2023-09-15 17:43:50.763826,7:53:00 PM,Carteira Digital,390.96,4.761904762,19.548,6.4
815-11-1168,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,99.78,5,24.945,523.845,2023-09-16 17:43:50.763826,7:09:00 PM,Dinheiro,498.9,4.761904762,24.945,5.4
719-76-3868,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Alimentos e Bebidas,94.26,4,18.852,395.892,2023-09-17 17:43:50.763826,4:30:00 PM,Dinheiro,377.04,4.761904762,18.852,8.6
730-61-8757,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Saúde e Beleza,51.13,4,10.226,214.746,2023-09-18 17:43:50.763826,10:11:00 AM,Cartão de Crédito,204.52,4.761904762,10.226,4.0
340-66-0321,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,36.36,4,7.272,152.712,2023-09-19 17:43:50.763826,1:07:00 PM,Dinheiro,145.44,4.761904762,7.272,7.6
868-81-1752,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Casa e Estilo de Vida,22.02,9,9.909,208.089,2023-09-20 17:43:50.763826,6:48:00 PM,Dinheiro,198.18,4.761904762,9.909,6.8
634-97-8956,Alex,São Paulo,Cliente Ocasional,Masculino,Alimentos e Bebidas,32.9,3,4.935,103.635,2023-09-21 17:43:50.763826,5:27:00 PM,Cartão de Crédito,98.7,4.761904762,4.935,9.1
566-71-1091,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios de Moda,77.02,5,19.255,404.355,2023-09-22 17:43:50.763826,3:59:00 PM,Dinheiro,385.1,4.761904762,19.255,5.5
442-48-3607,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,23.48,2,2.348,49.308,2023-09-23 17:43:50.763826,11:21:00 AM,Cartão de Crédito,46.96,4.761904762,2.348,7.9
835-16-0096,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Esportes e Viagens,14.7,5,3.675,77.175,2023-09-24 17:43:50.763826,1:48:00 PM,Carteira Digital,73.5,4.761904762,3.675,8.5
527-09-6272,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios Eletrônicos,28.45,5,7.1125,149.3625,2023-09-25 17:43:50.763826,10:17:00 AM,Cartão de Crédito,142.25,4.761904762,7.1125,9.1
898-04-2717,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios de Moda,76.4,9,34.38,721.98,2023-09-26 17:43:50.763826,3:49:00 PM,Carteira Digital,687.6,4.761904762,34.38,7.5
692-27-8933,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Esportes e Viagens,57.95,6,17.385,365.085,2023-09-27 17:43:50.763826,1:02:00 PM,Dinheiro,347.7,4.761904762,17.385,5.2
633-09-3463,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios Eletrônicos,47.65,3,7.1475,150.0975,2023-09-28 17:43:50.763826,12:58:00 PM,Cartão de Crédito,142.95,4.761904762,7.1475,9.5
374-17-3652,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Alimentos e Bebidas,42.82,9,19.269,404.649,2023-09-29 17:43:50.763826,3:26:00 PM,Cartão de Crédito,385.38,4.761904762,19.269,8.9
378-07-7001,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Acessórios Eletrônicos,48.09,3,7.2135,151.4835,2023-09-30 17:43:50.763826,6:23:00 PM,Cartão de Crédito,144.27,4.761904762,7.2135,7.8
433-75-6987,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Saúde e Beleza,55.97,7,19.5895,411.3795,2023-10-01 17:43:50.763826,7:06:00 PM,Carteira Digital,391.79,4.761904762,19.5895,8.9
873-95-4984,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Saúde e Beleza,76.9,7,26.915,565.215,2023-10-02 17:43:50.763826,8:21:00 PM,Dinheiro,538.3,4.761904762,26.915,7.7
416-13-5917,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Alimentos e Bebidas,97.03,5,24.2575,509.4075,2023-10-03 17:43:50.763826,4:24:00 PM,Carteira Digital,485.15,4.761904762,24.2575,9.3
150-89-8043,Alex,São Paulo,Cliente Ocasional,Masculino,Esportes e Viagens,44.65,3,6.6975,140.6475,2023-10-04 17:43:50.763826,3:04:00 PM,Dinheiro,133.95,4.761904762,6.6975,6.2
135-84-8019,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,77.93,9,35.0685,736.4385,2023-10-05 17:43:50.763826,4:10:00 PM,Carteira Digital,701.37,4.761904762,35.0685,7.6
441-94-7118,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,71.95,1,3.5975,75.5475,2023-10-06 17:43:50.763826,12:14:00 PM,Dinheiro,71.95,4.761904762,3.5975,7.3
725-96-3778,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Casa e Estilo de Vida,89.25,8,35.7,749.7,2023-10-07 17:43:50.763826,10:13:00 AM,Dinheiro,714.0,4.761904762,35.7,4.7
531-80-1784,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios Eletrônicos,26.02,7,9.107,191.247,2023-10-08 17:43:50.763826,5:38:00 PM,Dinheiro,182.14,4.761904762,9.107,5.1
400-45-1220,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Saúde e Beleza,13.5,10,6.75,141.75,2023-10-09 17:43:50.763826,11:06:00 AM,Cartão de Crédito,135.0,4.761904762,6.75,4.8
860-79-0874,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios de Moda,99.3,10,49.65,1042.65,2023-10-10 17:43:50.763826,2:53:00 PM,Cartão de Crédito,993.0,4.761904762,49.65,6.6
834-61-8124,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios Eletrônicos,51.69,7,18.0915,379.9215,2023-10-11 17:43:50.763826,6:22:00 PM,Dinheiro,361.83,4.761904762,18.0915,5.5
115-99-4379,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios de Moda,54.73,7,19.1555,402.2655,2023-10-12 17:43:50.763826,7:02:00 PM,Cartão de Crédito,383.11,4.761904762,19.1555,8.5
565-67-6697,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Casa e Estilo de Vida,27.0,9,12.15,255.15,2023-10-13 17:43:50.763826,2:16:00 PM,Dinheiro,243.0,4.761904762,12.15,4.8
320-49-6392,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios Eletrônicos,30.24,1,1.512,31.752,2023-10-14 17:43:50.763826,3:44:00 PM,Dinheiro,30.24,4.761904762,1.512,8.4
889-04-9723,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Alimentos e Bebidas,89.14,4,17.828,374.388,2023-10-15 17:43:50.763826,12:20:00 PM,Cartão de Crédito,356.56,4.761904762,17.828,7.8
632-90-0281,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,37.55,10,18.775,394.275,2023-10-16 17:43:50.763826,8:01:00 PM,Cartão de Crédito,375.5,4.761904762,18.775,9.3
554-42-2417,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Esportes e Viagens,95.44,10,47.72,1002.12,2023-10-17 17:43:50.763826,1:45:00 PM,Dinheiro,954.4,4.761904762,47.72,5.2
453-63-6187,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios Eletrônicos,27.5,3,4.125,86.625,2023-10-18 17:43:50.763826,3:40:00 PM,Carteira Digital,82.5,4.761904762,4.125,6.5
578-80-7669,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,74.97,1,3.7485,78.7185,2023-10-19 17:43:50.763826,4:58:00 PM,Dinheiro,74.97,4.761904762,3.7485,5.6
612-36-5536,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,80.96,8,32.384,680.064,2023-10-20 17:43:50.763826,11:12:00 AM,Cartão de Crédito,647.68,4.761904762,32.384,7.4
605-72-4132,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Alimentos e Bebidas,94.47,8,37.788,793.548,2023-10-21 17:43:50.763826,3:12:00 PM,Dinheiro,755.76,4.761904762,37.788,9.1
471-41-2823,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Alimentos e Bebidas,99.79,2,9.979,209.559,2023-10-22 17:43:50.763826,8:37:00 PM,Carteira Digital,199.58,4.761904762,9.979,8.0
462-67-9126,Alex,São Paulo,Cliente Ocasional,Masculino,Casa e Estilo de Vida,73.22,6,21.966,461.286,2023-10-23 17:43:50.763826,5:44:00 PM,Dinheiro,439.32,4.761904762,21.966,7.2
272-27-9238,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Alimentos e Bebidas,41.24,4,8.248,173.208,2023-10-24 17:43:50.763826,4:23:00 PM,Dinheiro,164.96,4.761904762,8.248,7.1
834-25-9262,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,81.68,4,16.336,343.056,2023-10-25 17:43:50.763826,12:12:00 PM,Dinheiro,326.72,4.761904762,16.336,9.1
122-61-9553,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios Eletrônicos,51.32,9,23.094,484.974,2023-10-26 17:43:50.763826,7:33:00 PM,Dinheiro,461.88,4.761904762,23.094,5.6
468-88-0009,Alex,São Paulo,Cliente Fiel,Masculino,Casa e Estilo de Vida,65.94,4,13.188,276.948,2023-10-27 17:43:50.763826,10:29:00 AM,Dinheiro,263.76,4.761904762,13.188,6.0
613-59-9758,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Esportes e Viagens,14.36,10,7.18,150.78,2023-10-28 17:43:50.763826,2:28:00 PM,Dinheiro,143.6,4.761904762,7.18,5.4
254-31-0042,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,21.5,9,9.675,203.175,2023-10-29 17:43:50.763826,12:46:00 PM,Cartão de Crédito,193.5,4.761904762,9.675,7.8
201-86-2184,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios Eletrônicos,26.26,7,9.191,193.011,2023-10-30 17:43:50.763826,7:40:00 PM,Dinheiro,183.82,4.761904762,9.191,9.9
261-12-8671,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios de Moda,60.96,2,6.096,128.016,2023-10-31 17:43:50.763826,7:39:00 PM,Cartão de Crédito,121.92,4.761904762,6.096,4.9
730-70-9830,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Casa e Estilo de Vida,70.11,6,21.033,441.693,2023-11-01 17:43:50.763826,5:54:00 PM,Carteira Digital,420.66,4.761904762,21.033,5.2
382-25-8917,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios de Moda,42.08,6,12.624,265.104,2023-11-02 17:43:50.763826,12:25:00 PM,Dinheiro,252.48,4.761904762,12.624,8.9
